First,Last,Year,#,Asset,Asset Type,Owner,Value,Income Type,Income
JOHN,BARRASSO,2017,<td>7</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VAIPX"" target=""_blank"">VAIPX</a> - Vanguard Inflation-Protected Secs Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2017,<td>8</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMMXX"" target=""_blank"">VMMXX</a> - Vanguard Money Market Reserves  (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2017,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">BRK-B-Berkshire Hathaway Inc. (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2017,<td>10</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMSXX"" target=""_blank"">VMSXX</a> - Vanguard Tax-Exempt Money Marke (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2017,<td>11</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VGSLX"" target=""_blank"">VGSLX</a> - Vanguard REIT Index Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2017,<td>12</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VBTLX"" target=""_blank"">VBTLX</a> - Vanguard Total Bond Market Index Adm</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2017,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">Wyoming Orthopaedics Institute, LLC</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) <em>Description:</em> Real Estate Partnership </div></td>","<td>Business Entity<div class=""muted"">Limited Liability Company (LLC)</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
JOHN,BARRASSO,2017,<td>13.1</td>,"<td class=""span4""><strong class=""marginit-right"">Undeveloped Land</strong><div class=""muted""><em>Description:</em> Undeveloped Land (land subdivided to create TOPOL-future sale) (Casper, WY) </div></td>","<td>Real Estate<div class=""muted"">Unimproved Land</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2017,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">Account Receivable</strong><div class=""muted""><em>Company:</em> Wyoming Surgical Center, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>None (or less than $1,001)</td>","<td>Other, (Partnership Distribution)</td>","<td><br/>Other $1,284.00</td>"
JOHN,BARRASSO,2017,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">Promissory Note</strong><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Interest, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2015,<td>1</td>,"<td class=""span4""><strong>First Interstate Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>2</td>,"<td class=""span4""><strong>Jonah Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>3</td>,"<td class=""span4""><strong>Wells Fargo Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>4</td>,"<td class=""span4""><strong>Hilltop National Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">TPMXX</strong><div class=""muted""><em>Filer comment:  </em>Formerly reported as Tamarack Prime Money Market Fund</div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>6</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VTSAX"" target=""_blank"">VTSAX</a> - Vanguard Total Stock Mkt Idx Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$500,001 - $1,000,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2015,<td>7</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VAIPX"" target=""_blank"">VAIPX</a> - Vanguard Inflation-Protected Secs Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2015,<td>8</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMMXX"" target=""_blank"">VMMXX</a> - Vanguard Money Market Reserves  (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>9</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=BRK-B"" target=""_blank"">BRK-B</a> - Berkshire Hathaway Inc. (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>10</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMSXX"" target=""_blank"">VMSXX</a> - Vanguard Tax-Exempt Money Marke (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>11</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VGSLX"" target=""_blank"">VGSLX</a> - Vanguard REIT Index Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2015,<td>12</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VBTLX"" target=""_blank"">VBTLX</a> - Vanguard Total Bond Market Index Adm</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2015,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">Wyoming Orthopaedics Institute, LLC</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) <em>Description:</em> Real Estate Partnership </div></td>","<td>Business Entity<div class=""muted"">Limited Liability Company (LLC)</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
JOHN,BARRASSO,2015,<td>13.1</td>,"<td class=""span4""><strong class=""marginit-right"">Undeveloped Land</strong><div class=""muted""><em>Description:</em> Undeveloped Land (land subdivided to create TOPOL-future sale) (Casper, WY) </div></td>","<td>Real Estate<div class=""muted"">Unimproved Land</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2015,<td>13.2</td>,"<td class=""span4""><strong class=""marginit-right"">Account Receivable</strong><div class=""muted""><em>Debtor:</em> Dr. Matthew Gorman </div></td>","<td>Accounts Receivable<div class=""muted"">From an Individual</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>","<td>$1,001 - $2,500</td>"
JOHN,BARRASSO,2015,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">Account Receivable</strong><div class=""muted""><em>Company:</em> Wyoming Surgical Center, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Other, (Partnership Distribution)</td>","<td><br/>Other $19,625.00</td>"
JOHN,BARRASSO,2015,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">Promissory Note</strong><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Interest, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2016,<td>1</td>,"<td class=""span4""><strong>First Interstate Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>2</td>,"<td class=""span4""><strong>Jonah Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>3</td>,"<td class=""span4""><strong>Wells Fargo Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>4</td>,"<td class=""span4""><strong>Hilltop National Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">TPMXX</strong><div class=""muted""><em>Filer comment:  </em>Formerly reported as Tamarack Prime Money Market Fund</div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>6</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VTSAX"" target=""_blank"">VTSAX</a> - Vanguard Total Stock Mkt Idx Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2016,<td>7</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VAIPX"" target=""_blank"">VAIPX</a> - Vanguard Inflation-Protected Secs Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2016,<td>8</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMMXX"" target=""_blank"">VMMXX</a> - Vanguard Money Market Reserves  (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>9</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=BRK-B"" target=""_blank"">BRK-B</a> - Berkshire Hathaway Inc. (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>10</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VMSXX"" target=""_blank"">VMSXX</a> - Vanguard Tax-Exempt Money Marke (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>11</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VGSLX"" target=""_blank"">VGSLX</a> - Vanguard REIT Index Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
JOHN,BARRASSO,2016,<td>12</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VBTLX"" target=""_blank"">VBTLX</a> - Vanguard Total Bond Market Index Adm</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2016,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">Wyoming Orthopaedics Institute, LLC</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) <em>Description:</em> Real Estate Partnership </div></td>","<td>Business Entity<div class=""muted"">Limited Liability Company (LLC)</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
JOHN,BARRASSO,2016,<td>13.1</td>,"<td class=""span4""><strong class=""marginit-right"">Undeveloped Land</strong><div class=""muted""><em>Description:</em> Undeveloped Land (land subdivided to create TOPOL-future sale) (Casper, WY) </div></td>","<td>Real Estate<div class=""muted"">Unimproved Land</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2016,<td>13.2</td>,"<td class=""span4""><strong class=""marginit-right"">Account Receivable</strong><div class=""muted""><em>Debtor:</em> Dr. Matthew Gorman </div></td>","<td>Accounts Receivable<div class=""muted"">From an Individual</div></td>",<td>Self</td>,"<td>None (or less than $1,001)</td>","<td>Interest, </td>","<td>$1,001 - $2,500</td>"
JOHN,BARRASSO,2016,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">Account Receivable</strong><div class=""muted""><em>Company:</em> Wyoming Surgical Center, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Other, (Partnership Distribution)</td>","<td><br/>Other $19,625.00</td>"
JOHN,BARRASSO,2016,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">Promissory Note</strong><div class=""muted""><em>Company:</em> Wyoming Orthopaedics Institute, LLC (Casper, WY) </div></td>","<td>Accounts Receivable<div class=""muted"">From a Business</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Interest, </td>","<td>$15,001 - $50,000</td>"
JOHN,BARRASSO,2014,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">TPMXX</strong><div class=""muted""><em>Filer comment:  </em>Formerly reported as Tamarack Prime Money Market Fund</div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2014,<td>2</td>,"<td class=""span4""><strong>First Interstate Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2014,<td>3</td>,"<td class=""span4""><strong>Jonah Bank</strong><div class=""muted noWrap"">(Casper, WY)</div><div class=""muted""><div class=""muted""><em>Type: </em>Checking, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
JOHN,BARRASSO,2014,<td>4</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VTSAX"" target=""_blank"">VTSAX</a> - Vanguard Total Stock Mkt Idx Adm (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$15,001 - $50,000</td>"
